MSEs
1.827281779694185815e+00
1.314146324965199897e+00
7.385645726581772097e-01
2.163931479820806025e+00
1.457226913351045594e+00
3.858644946558483557e+00
2.757497646526251067e+00
2.444519879930230122e+00
1.728435231643447478e+00
2.565407793666183878e+00
1.790590749481268507e+00
2.031121922692450177e+00
1.800513861077856603e+00
1.826321283016656638e+00
8.250076021708389051e-01
2.556771076182906999e+00
1.255525454189919676e+00
1.004763627871849474e+00
5.914882821764766430e-01
6.453831727607780566e-01
2.472818519777061130e+00
1.820331097506479701e+00
1.716265029093001493e+00
5.877122526412486003e-01
1.403976250100549272e+00
1.897399741492076908e+00
2.552228757389982672e+00
1.602872225835008324e+00
1.087457346434415717e+00
2.170717558262849955e+00
1.524344273515205295e+00
1.515462155570781233e+00
1.248911625257679958e+00
3.270486200227294749e+00
7.607778075956393993e-01
1.787954096818314964e+00
7.297803921296817098e-01
2.063960925448407480e+00
3.024497572695445058e+00
2.191739143326179473e+00
2.126672515807920494e+00
1.129058719675982037e+00
1.914586285387052333e+00
9.137253912812292045e-01
6.862009494930648934e+00
2.075766508636687657e+00
8.924733732906269257e-01
1.699980883211139604e+00
1.094164337204322157e+00
5.956746213370717191e-01
1.613188903498556037e+00
1.006699949954349194e+00
1.767220450629138240e+00
1.509036509967128348e+00
5.771556670203776829e-01
1.720630202011758758e+00
1.530704012131754110e+00
1.465333621889161719e+00
2.842859885948503695e+00
1.057925654117805259e+00
8.928375598515904121e-01
1.957391023738028313e+00
1.706601311524457820e+00
1.247268116738142085e+00
1.096670273269473528e+00
7.797238628417428874e-01
2.439980694361034708e+00
1.068347729604951946e+00
1.647883267291150755e+00
7.485219276119359222e-01
1.148829175714250583e+00
1.418256277608316518e+00
1.504363033599454003e+00
1.476334047861253218e+00
1.422127048612063849e+00
2.507345693469777537e+00
8.114893986042444052e-01
1.589079965304692754e+00
1.296547466866675435e+00
2.736680583582892901e+00
6.081711681113158852e-01
8.454083944829083874e-01
1.192597119052688948e+00
9.066507455932916182e-01
2.773490350791334436e+00
3.191256253518235830e+00
2.960536097897382035e+00
1.319448287758231197e+00
9.378981735312958978e-01
1.646542665000597649e+00
3.074079122035926481e+00
8.336798449195659266e-01
9.421244184181081227e-01
1.477215335177079369e+00
5.870052323499681535e-01
1.852412398461517951e+00
1.733314992431604695e+00
9.149845749804323969e-01
1.519940079425418311e+00
1.793985961625536252e+00
1.826020171125596336e+00
1.889779888340463287e+00
3.467008408751327764e+00
2.397244520308565274e+00
3.600106332919639218e+00
1.364236042133543769e+00
1.092055916422358663e+00
5.277758051289389574e-01
9.032116331714954427e-01
1.280229543047575635e+00
1.036559758497670902e+00
1.763167415501659674e+00
6.342492215755246576e-01
8.239934545639070462e-01
1.169879944979851372e+00
7.690178398054411391e-01
2.778972578791937487e+00
9.161297857540064982e-01
1.135261100735652784e+00
9.700685129320270050e-01
8.005111433931104692e-01
8.491750861903620828e-01
6.160742897740947299e-01
5.720628232084142839e-01
7.196481507686474099e-01
1.608939261261594256e+00
1.879670093660673391e+00
2.897233007556013540e+00
7.634221694130820524e-01
1.992178675769951113e+00
9.720791871579896881e-01
2.598833870848607397e+00
9.184988785494372365e-01
2.522475753996598513e+00
1.692129379561732927e+00
1.748215938425600857e+00
1.112827452666945494e+00
2.096744134119805647e+00
1.331331168366056472e+00
2.159443689701197489e+00
1.672973573066178554e+00
2.298877918175360691e+00
5.094139570432133501e-01
2.182086043450552015e+00
1.465796146146015611e+00
8.511566201549068955e-01
2.134793944284258504e+00
1.490077235337731620e+00
6.379269350378421466e-01
7.637068975954236505e-01
8.760415246201221917e-01
2.075798867924489421e+00
1.803720561559565949e+00
6.129807386829722038e-01
2.624309880715631760e+00
6.327517918636386129e-01
1.745427354150702159e+00
9.373221968435780926e-01
1.574869327066070301e+00
2.695548337567217789e+00
2.750089640234323785e+00
6.909479325518774750e-01
2.384253461354159054e+00
1.852368501884122276e+00
1.029747617417227090e+00
2.164106877324003086e+00
1.697722517239929285e+00
2.065889171803480195e+00
3.731376206066288947e+00
2.215821837571609887e+00
4.462066292859059757e+00
1.071112942026363424e+00
4.114844477085956242e+00
2.400648507606701454e+00
1.628229449178877353e+00
2.327971536938099106e+00
1.597415072909206257e+00
1.981454002250518487e+00
8.968312004252833036e-01
2.176741824342396381e+00
1.328076042552439384e+00
1.028339815028232573e+00
9.387846393735852502e-01
1.666236630401736418e+00
1.019338882720614681e+00
4.009003352906344020e+00
1.073612430315110000e+00
2.961167250440091880e+00
1.526156661796585157e+00
9.243665514134656869e-01
3.674297854116820528e+00
3.205962584271128790e+00
7.366372933089334607e-01
1.428742834362396463e+00
3.099069830544981308e+00
4.729576823069807645e+00
3.774272052097106811e-01
2.560845201092326384e+00
2.619712979409877462e+00
1.108171950692334207e+00
