MSEs
1.866360457403628326e+00
1.298685778406069913e+00
7.746150632438303374e-01
2.088763819424387158e+00
1.455627213890294813e+00
3.701684350406478696e+00
2.678576172514677722e+00
2.397869930918561376e+00
1.720255543938674414e+00
2.467807541486510381e+00
1.812997401760055416e+00
1.980741227310525154e+00
1.775204879055641838e+00
1.947362609127415656e+00
8.106492115668503251e-01
2.562573533863646169e+00
1.172207088885038662e+00
1.034644807329423877e+00
6.092446774338938775e-01
6.510443474730178703e-01
2.520562075226002285e+00
1.801716192625499646e+00
1.713113624041459504e+00
5.707791697442076151e-01
1.436876760577588730e+00
1.848019159635987840e+00
2.615131321148873145e+00
1.610540132703825567e+00
1.078325600667690898e+00
2.202148916916703669e+00
1.470807422987396418e+00
1.593864928942211545e+00
1.293299211161517803e+00
3.052616187538112147e+00
7.724908888562975751e-01
1.757997821368764813e+00
7.186778113122863632e-01
2.025049615503431433e+00
3.139746351341338837e+00
2.320631009659929411e+00
2.159999044091444720e+00
1.115741559059208132e+00
1.878407188717248433e+00
9.613388235644240165e-01
6.810581173290971790e+00
2.137643155278418305e+00
9.115228303820971378e-01
1.683716147075489999e+00
1.106500422116602600e+00
6.047607111640435074e-01
1.579555809813957268e+00
1.062360618252524480e+00
1.690568863897853991e+00
1.473694109493804305e+00
6.135126107997018741e-01
1.786492260899202433e+00
1.549577923284430003e+00
1.490427008547009713e+00
2.802268593611666692e+00
1.047445623245059965e+00
9.312629530108612608e-01
1.917892489155455626e+00
1.747869501247553581e+00
1.233398685399370143e+00
1.137949645108346397e+00
8.023112978323340139e-01
2.421133137550472547e+00
1.137193935545229850e+00
1.618706577020752491e+00
7.638590005747746270e-01
1.124721685850554875e+00
1.459641245839389256e+00
1.500349446463961511e+00
1.419796416718829724e+00
1.423612514009837460e+00
2.532604864586911919e+00
8.117040340171391977e-01
1.590620769600337381e+00
1.273902669046546254e+00
2.720854930721388065e+00
6.094465896445385722e-01
8.257842779761285223e-01
1.216704405050790694e+00
8.889564765220450138e-01
2.783455828962144274e+00
3.220664404064369268e+00
3.021714122661088187e+00
1.415146196157278879e+00
9.742275727757676584e-01
1.605750115596713767e+00
3.120948680006326192e+00
8.933546764959469089e-01
9.909464670164228606e-01
1.475839269977828883e+00
6.086447770205219987e-01
1.867915480670732320e+00
1.719061523793429691e+00
9.425847316943697374e-01
1.583488516028097370e+00
1.801514013754003329e+00
1.839389482743539972e+00
1.847341396822590465e+00
3.408264472274846302e+00
2.603383085754853443e+00
3.501511263692138165e+00
1.387661081024684329e+00
1.156694352848389062e+00
5.650533683140025465e-01
9.480553701040871362e-01
1.252466150546602153e+00
1.078016715878220566e+00
1.745502779960245165e+00
6.407875492026381403e-01
8.615603938033160603e-01
1.150893242891874113e+00
7.863458162010494856e-01
2.801639265360963638e+00
9.274352192829392605e-01
1.197254902354479844e+00
1.021695551889057807e+00
8.670325068228399434e-01
8.578578026935190781e-01
5.945978014033360681e-01
6.498140258488040999e-01
7.363256828385430497e-01
1.594423091933517167e+00
1.885334155176732640e+00
2.884939622878320176e+00
7.488183858910452129e-01
2.038627057339737370e+00
9.686436139447002214e-01
2.567311697910829693e+00
9.451085441332888193e-01
2.447323988517969173e+00
1.658192378305351822e+00
1.833250485068656621e+00
1.134881344261601033e+00
2.170244816922794140e+00
1.308939066109543248e+00
2.081661209526586731e+00
1.701559691394175511e+00
2.337885255976960508e+00
5.137775821370591522e-01
2.186697747199445541e+00
1.463014628540908690e+00
8.642790297019677936e-01
2.127043464674729822e+00
1.596867825664670892e+00
6.529633818769345899e-01
7.556230876245648709e-01
8.039292733867786644e-01
2.068797767527859932e+00
1.929841069618056792e+00
6.633074554551166013e-01
2.745389235216446622e+00
6.566895461377583176e-01
1.802017475926409595e+00
9.551843591911102216e-01
1.627135688126319257e+00
2.786835103459164298e+00
2.858789871855560882e+00
7.238961072306865363e-01
2.305774311556845202e+00
1.846619872878473734e+00
1.075035367441541823e+00
2.171142925605701546e+00
1.714242301195007867e+00
2.014527721183305697e+00
3.626691267975260757e+00
2.246886481198733687e+00
4.482013283108504886e+00
1.049222640694039477e+00
4.085973364332400770e+00
2.618502825627759378e+00
1.759446349167103074e+00
2.394505891541809817e+00
1.862292739809617625e+00
1.876754858988231245e+00
1.102691796778418221e+00
2.071805782246245009e+00
1.163374982507382693e+00
1.091288304030343603e+00
1.011945201225790791e+00
2.032423793118682376e+00
9.534903677843760139e-01
3.691923178640530878e+00
9.444469240656105935e-01
2.665954796417199457e+00
1.676048704730530137e+00
7.929725191117827920e-01
4.046585420017932755e+00
2.918975693816378225e+00
7.801993016881222376e-01
1.410110286585182449e+00
3.084769549089873220e+00
4.662214131844015341e+00
4.061471294988091008e-01
2.591878694272736539e+00
2.594606586603851461e+00
1.153770946982705992e+00
