index,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Olaparib,Axitinib,AZD7762,SB216763,KU-55933,Afatinib,Staurosporine,PLX-4720,NU7441,Doramapimod,Wee1 Inhibitor,Nutlin-3a (-),Mirin,PD173074,ZM447439,Alisertib,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,Obatoclax Mesylate,5-Fluorouracil,Dasatinib,Paclitaxel,Crizotinib,Rapamycin,Sorafenib,BI-2536,Irinotecan,Oxaliplatin,BMS-536924,GSK1904529A,Tozasertib,PF-4708671,PRIMA-1MET,Erlotinib,Niraparib,MK-1775,Dinaciclib,Gemcitabine,Bortezomib,GSK269962A,SB505124,Tamoxifen,Fulvestrant,EPZ004777,YK-4-279,Daporinad,BMS-345541,AZ960,Talazoparib,XAV939,Trametinib,Dabrafenib,Temozolomide,AZD5438,IAP_5620,AZD2014,AZD1208,AZD1332,Ruxolitinib,Linsitinib,Epirubicin,Cyclophosphamide,Pevonedistat,Sapitinib,Uprosertib,LCL161,Lapatinib,Luminespib,Alpelisib,Taselisib,EPZ5676,SCH772984,IWP-2,Leflunomide,Entinostat,OSI-027,LGK974,VE-822,WZ4003,CZC24832,AZD5582,GSK2606414,PFI3,PCI-34051,Wnt-C59,I-BET-762,RVX-208,OTX015,GSK343,ML323,Entospletinib,PRT062607,Ribociclib,AGI-6780,Picolinici-acid,AZD5153,CDK9_5576,CDK9_5038,Eg5_9814,ERK_2440,ERK_6604,IRAK4_4710,JAK1_8709,AZD5991,PAK_5339,TAF1_5496,ULK1_4989,VSP34_8731,Selumetinib,IGF1R_3801,JAK_8517,AZD4547,Ibrutinib,Zoledronate,Acetalax,Carmustine,Topotecan,Teniposide,Mitoxantrone,Dactinomycin,Fludarabine,Nelarabine,Vincristine,Podophyllotoxin bromide,Dihydrorotenone,Gallibiscoquinazole,Elephantin,Sinularin,Sabutoclax,LY2109761,OF-1,MN-64,KRAS (G12C) Inhibitor-12,MG-132,BDP-00009066,Buparlisib,Ulixertinib,Venetoclax,ABT737,Afuresertib,AGI-5198,AZD3759,AZD5363,AZD6738,AZD8186,Osimertinib,Cediranib,Ipatasertib,GDC0810,GNE-317,GSK2578215A,I-BRD9,Telomerase Inhibitor IX,MIRA-1,NVP-ADW742,P22077,Savolitinib,UMI-77,WIKI4,Sepantronium bromide,MIM1,WEHI-539,BPD-00008900,Foretinib,BIBR-1532,Pyridostatin,AMG-319,MK-8776,Vinorelbine,VX-11e,LJI308,AZ6102,GSK591,VE821,AZD6482,AT13148,BMS-754807,JQ1,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
X-4213,0.666189,0.6191115,0.74671066,0.6981063,0.55836976,0.75385773,0.64442915,0.6466088,0.7836236,0.77712363,0.70398384,0.5760777,0.77023834,0.75814134,0.6385004,0.4021469,0.7578656,0.7011502,0.7745772,0.65705603,0.76571846,0.69473314,0.8027794,0.6982446,0.69837564,0.697821,0.71953845,0.7455589,0.68854856,0.63911915,0.7077893,0.7566932,0.6299263,0.7193126,0.68848884,0.71953934,0.7712286,0.74105215,0.7215977,0.5685084,0.6852807,0.7320256,0.66244435,0.76152587,0.7108705,0.73193216,0.73171735,0.7233217,0.76456034,0.5699983,0.47790447,0.6155102,0.6577265,0.7419429,0.6340573,0.7349913,0.79569983,0.7832319,0.6344408,0.5639913,0.72990644,0.65844965,0.6967888,0.76180923,0.68722993,0.78479594,0.8047435,0.684612,0.7475995,0.65936005,0.7973373,0.7369416,0.7841111,0.7498433,0.6580969,0.7958808,0.58937746,0.6770618,0.6777146,0.7783187,0.69415796,0.57483274,0.7313233,0.62903327,0.8110262,0.722769,0.80282104,0.7143408,0.6778331,0.7641172,0.75996566,0.74305934,0.73738325,0.782278,0.62286,0.74838686,0.80633897,0.7654503,0.7566133,0.71774626,0.775585,0.6821419,0.78393435,0.7501346,0.737149,0.7342606,0.76925284,0.7691829,0.8051788,0.6245454,0.50387746,0.4361055,0.60605633,0.6862503,0.7128929,0.78055596,0.73747015,0.6704691,0.6193394,0.7345945,0.5562367,0.5863606,0.72732025,0.63824284,0.69142336,0.777134,0.7249919,0.79505086,0.63044184,0.78471595,0.60781133,0.62432027,0.65126586,0.541335,0.7351992,0.80134183,0.50310385,0.634006,0.6774252,0.7745825,0.6988591,0.77771777,0.48761567,0.79625314,0.7421054,0.7581272,0.73082626,0.5113048,0.6864461,0.61843896,0.7116193,0.7699977,0.65682936,0.67121774,0.80107117,0.7963701,0.7128165,0.6643341,0.70623887,0.7266759,0.67402816,0.7029041,0.7601199,0.5897527,0.79730964,0.7746827,0.56253654,0.7955272,0.6907292,0.7673321,0.7664128,0.68862516,0.7541362,0.33196223,0.7383676,0.7060544,0.7663158,0.6202463,0.7779038,0.70332956,0.7847798,0.7416148,0.61745733,0.709844,0.8039746,0.6950503,0.75562197,0.74363375,0.69911766,0.735002,0.676156,0.70876867,0.75411433,0.48392,0.553977,0.516254,0.795251,0.47963542,0.7191216,0.63982546
X-4215,0.82617205,0.74794775,0.8859045,0.8398587,0.6520001,0.8723145,0.72055703,0.7398049,0.9020266,0.91535187,0.79417235,0.683827,0.9046949,0.88341516,0.7345671,0.5326616,0.90516657,0.7886195,0.86877334,0.7991977,0.8889817,0.80522215,0.9217012,0.80757135,0.8430252,0.80840075,0.8224226,0.8638943,0.788456,0.7342758,0.802187,0.8254632,0.74075156,0.85045743,0.79998416,0.86658907,0.8952328,0.8668974,0.82094973,0.7112029,0.85364884,0.8718297,0.7519642,0.8877499,0.8096417,0.8296811,0.8537456,0.86053014,0.87568575,0.66438377,0.5939947,0.73095685,0.77684766,0.80703264,0.700025,0.8656885,0.9075322,0.9162198,0.7804369,0.68238115,0.8572613,0.78432035,0.8587575,0.9090422,0.6363801,0.8720124,0.8932525,0.78808457,0.90010613,0.74487543,0.9164396,0.864824,0.90589213,0.86779046,0.7720218,0.91690856,0.72603685,0.8203607,0.84234595,0.8964525,0.8167187,0.7080304,0.8663553,0.74848205,0.92801726,0.7374426,0.9074352,0.8223898,0.8057156,0.9044094,0.8868367,0.8706302,0.8563605,0.8947617,0.7786655,0.86714584,0.91563994,0.89864534,0.8858858,0.836296,0.8923652,0.78504777,0.9136833,0.87825423,0.87018603,0.843008,0.8788288,0.89676833,0.9068787,0.74808824,0.58061576,0.58518,0.74606293,0.7642966,0.7809803,0.89862,0.8809502,0.8221722,0.70503634,0.86578417,0.72874826,0.68488854,0.7813865,0.7183765,0.84552604,0.8887572,0.85250723,0.917038,0.76817596,0.9140549,0.7456633,0.7869478,0.78314745,0.6408392,0.8612666,0.91587454,0.6421846,0.77137315,0.82455844,0.9293605,0.8404364,0.9069375,0.6059841,0.92476565,0.8695491,0.8983084,0.8657153,0.56311893,0.76445717,0.71110374,0.8028749,0.877334,0.75291234,0.81184554,0.90653807,0.895716,0.83927065,0.78578323,0.8176719,0.8440838,0.7853464,0.8523131,0.90969664,0.63032484,0.90614486,0.88276774,0.71164083,0.9273091,0.815285,0.9051713,0.89168656,0.8137692,0.8605851,0.30666974,0.88051105,0.84993225,0.8982712,0.67493767,0.9090924,0.85767484,0.9041717,0.8644703,0.7618599,0.7450955,0.9129741,0.811155,0.91626984,0.8754374,0.8077893,0.8802431,0.6513118,0.81407,0.8748041,0.56045926,0.72554433,0.57185763,0.9168437,0.67810786,0.8569754,0.78390723
X-4226,0.7853496,0.7206719,0.8726624,0.81011915,0.6421419,0.8387168,0.71343046,0.71533775,0.87236404,0.8799018,0.76567465,0.65727663,0.87191653,0.85444146,0.71405065,0.51699156,0.86916494,0.7692901,0.8547541,0.7794349,0.86013716,0.75293154,0.8980375,0.7617872,0.8105664,0.7674556,0.79377884,0.839756,0.7551815,0.70610154,0.7497959,0.8064529,0.72577554,0.8348857,0.7635827,0.84628534,0.8678366,0.8485791,0.7952142,0.6435773,0.8106354,0.8526303,0.7401712,0.8662485,0.78888345,0.81626123,0.8198785,0.8313973,0.85474867,0.66255903,0.5885018,0.7128062,0.7341853,0.77639997,0.6868885,0.84482116,0.8767167,0.88674134,0.74906766,0.6762578,0.8213553,0.7572011,0.83449864,0.88396865,0.65890205,0.84784317,0.8704731,0.75328016,0.8726104,0.72205526,0.89427155,0.8325185,0.88258916,0.85152465,0.748282,0.8948081,0.700668,0.7633511,0.8010922,0.8772671,0.77771217,0.7003117,0.8415119,0.72754675,0.8936133,0.73446625,0.8930533,0.7738898,0.7736588,0.8810608,0.85657984,0.8524748,0.82370436,0.873379,0.74279296,0.833289,0.8922131,0.87805104,0.85145247,0.80444247,0.8689061,0.76432073,0.8953768,0.85167384,0.8366404,0.8188803,0.8456377,0.8826344,0.888328,0.72463715,0.5707964,0.56527406,0.7110968,0.74524087,0.76636153,0.86921775,0.8550635,0.79917955,0.6714417,0.8304233,0.691744,0.65428483,0.77896875,0.7121096,0.8182926,0.8672302,0.82491934,0.8937343,0.7380606,0.87982446,0.730496,0.74306846,0.76370925,0.61569923,0.8311088,0.8853645,0.63032013,0.74421674,0.78176224,0.8937154,0.8041392,0.8778027,0.59831256,0.90426826,0.8439003,0.86962664,0.8460789,0.55818146,0.7657457,0.69835794,0.78794616,0.84608704,0.7384909,0.7831415,0.8736595,0.86041945,0.8028502,0.7580206,0.7971567,0.81791025,0.7567818,0.8185154,0.8866692,0.61442125,0.87820184,0.86623293,0.6648529,0.904197,0.8045714,0.87938017,0.8609044,0.7855674,0.8296277,0.30864602,0.8578098,0.8233166,0.86798364,0.67118907,0.88207436,0.81531954,0.8773687,0.83915937,0.71403104,0.755987,0.89150214,0.7894564,0.88687325,0.85014105,0.7786047,0.84595877,0.7125073,0.78563344,0.84819543,0.5256091,0.6880892,0.5660851,0.8881237,0.6320776,0.84119445,0.7516984
X-4244,0.7707846,0.7204179,0.8738795,0.8193216,0.6431755,0.8483535,0.72163093,0.724574,0.88645613,0.887135,0.7848294,0.6540555,0.87611085,0.8637324,0.7246432,0.47466522,0.8818438,0.76716226,0.8707889,0.7840029,0.8705425,0.775813,0.90867704,0.7672316,0.82762027,0.7935491,0.81540763,0.8431096,0.7625067,0.71837896,0.75993264,0.82181686,0.721759,0.8331509,0.75263,0.8617472,0.8730706,0.8586846,0.8067431,0.6342484,0.8137027,0.859566,0.7456862,0.86236835,0.81333756,0.83066577,0.83676344,0.83244514,0.86524904,0.6582538,0.57147044,0.7102034,0.74073523,0.8161841,0.69170004,0.8424009,0.89136744,0.89496416,0.76109904,0.70429856,0.82844436,0.7696216,0.8448912,0.8902338,0.69927657,0.86210436,0.8774341,0.7597177,0.88883024,0.724311,0.901856,0.8340588,0.8811135,0.85709536,0.7597786,0.89941096,0.69485164,0.77607745,0.8141134,0.89031404,0.7839987,0.6936534,0.84669214,0.73857474,0.91467375,0.75848234,0.8913952,0.7983271,0.79753995,0.88521147,0.87310064,0.8514807,0.837108,0.88119924,0.72878695,0.8428323,0.90111375,0.88756514,0.8821744,0.82047766,0.88029146,0.7753256,0.90273476,0.8432491,0.85644513,0.8289538,0.86614263,0.8956732,0.89010584,0.7299012,0.5788548,0.5246762,0.7245475,0.7423303,0.796505,0.8814403,0.8623541,0.81748444,0.6737107,0.84686095,0.6886809,0.63429856,0.7903608,0.72584635,0.82634294,0.8841143,0.8420391,0.90837365,0.76364905,0.89860797,0.7084688,0.75221616,0.77071035,0.6230124,0.8360089,0.8940702,0.6236231,0.7279525,0.7807057,0.90941954,0.8105376,0.88818395,0.5789135,0.9120504,0.8597512,0.87168413,0.85227495,0.55809283,0.77085036,0.689242,0.7971954,0.8635576,0.7355593,0.7934567,0.884416,0.8782025,0.825763,0.76887876,0.799229,0.82874143,0.76665527,0.83343035,0.8916683,0.5892307,0.8940681,0.87122583,0.6461201,0.9077988,0.81753427,0.8912695,0.86524373,0.8056968,0.8376603,0.28203693,0.868473,0.81445915,0.8791504,0.6592319,0.8806653,0.8235541,0.89022344,0.83946556,0.7218955,0.7724408,0.90520316,0.7933857,0.8936563,0.86098754,0.8056373,0.84113497,0.7434347,0.78723526,0.85080963,0.52783865,0.69716936,0.5422657,0.9025681,0.5904294,0.8420156,0.7487044
X-4261,0.63014144,0.59506786,0.66719127,0.63193774,0.5708286,0.7017448,0.5787432,0.59345007,0.67672086,0.68649316,0.64501023,0.5647367,0.6879735,0.6898139,0.6099169,0.4713935,0.69361395,0.6345413,0.6764799,0.61252624,0.68158835,0.6244738,0.72959715,0.61870843,0.62348074,0.6280728,0.64800227,0.6555318,0.6217708,0.60081404,0.650193,0.6760551,0.60101426,0.6560144,0.63292366,0.66785705,0.6936409,0.6588374,0.64654595,0.58256185,0.61632067,0.6683925,0.6220508,0.6868755,0.643312,0.6631089,0.6526642,0.67226255,0.6697315,0.5568337,0.5096247,0.5731714,0.59283656,0.671005,0.5991436,0.6790321,0.71930957,0.7023462,0.5939928,0.5553568,0.66409934,0.6099631,0.63949686,0.71652865,0.65025055,0.69360733,0.7188195,0.6321823,0.6767728,0.6014353,0.71612686,0.6803151,0.7072447,0.67996955,0.59983295,0.7222549,0.5688747,0.64657295,0.6393606,0.7100607,0.6442609,0.56531835,0.6759491,0.611465,0.7373531,0.6732764,0.725256,0.6353026,0.6255104,0.6694357,0.7063722,0.66031355,0.67429346,0.7070544,0.584869,0.66862714,0.7398193,0.69499886,0.70211333,0.63279516,0.7025586,0.6184232,0.7091101,0.67485356,0.66613144,0.66615033,0.6931458,0.68958527,0.7158418,0.5980082,0.53676695,0.4900634,0.5780879,0.6336784,0.6662652,0.696377,0.6750717,0.62192404,0.58843535,0.6645514,0.55205333,0.5629686,0.678231,0.5986629,0.637648,0.70776606,0.67091787,0.72240174,0.5830678,0.71644956,0.58001035,0.5951528,0.6069815,0.5330492,0.6560581,0.72244537,0.5121765,0.57720876,0.6333291,0.70635223,0.6406636,0.6882468,0.49436828,0.73762923,0.67755723,0.70798904,0.65783167,0.4924107,0.6367197,0.59000456,0.67759025,0.67475075,0.57754546,0.63307106,0.71496224,0.7113721,0.6423702,0.6313018,0.6452687,0.659005,0.6302654,0.6607817,0.7172137,0.546956,0.7191797,0.6945612,0.56749266,0.72071815,0.6437002,0.69806707,0.6948013,0.6375435,0.68469167,0.39202026,0.67694044,0.65501,0.7081721,0.57294416,0.6944206,0.6502433,0.7149775,0.66378564,0.58996904,0.647613,0.72917575,0.64919585,0.71000534,0.6765351,0.6696519,0.6696274,0.6144933,0.6157243,0.7029482,0.51888704,0.56837773,0.521609,0.7095748,0.567863,0.6543014,0.60585296
X-4279,0.79153574,0.6597533,0.8593622,0.8190367,0.62893003,0.9262409,0.7387897,0.7164558,0.91419214,0.89387697,0.7951507,0.6227179,0.869958,0.8763001,0.8302404,0.41485524,0.89911044,0.74446434,0.8380666,0.78334516,0.88487506,0.8054562,0.9200679,0.7789105,0.7984289,0.76284575,0.852668,0.8750198,0.7775858,0.7528166,0.76317525,0.88606817,0.75816405,0.8657196,0.8368425,0.8844076,0.91774076,0.87177634,0.8409772,0.55289733,0.7627763,0.8793096,0.7956567,0.9034933,0.7759699,0.8243904,0.84105575,0.89933425,0.88042504,0.68333375,0.52750534,0.6838921,0.7560869,0.82179993,0.6857437,0.8943738,0.91321874,0.92406595,0.7303298,0.61230874,0.84963036,0.72192705,0.7860836,0.9281652,0.83174944,0.8702351,0.91371655,0.79625493,0.91359884,0.76390046,0.9387703,0.8878662,0.91880804,0.88474727,0.7094391,0.93189996,0.6674639,0.9140576,0.8384203,0.91651094,0.86949545,0.6601991,0.89168054,0.8016838,0.9433962,0.8804748,0.9253592,0.81901795,0.7735541,0.90483034,0.8964679,0.8752646,0.86351264,0.93453866,0.73714745,0.886222,0.93675774,0.9077596,0.9203058,0.86154956,0.934154,0.786803,0.925784,0.8979978,0.8737027,0.8549297,0.8631517,0.91685873,0.9373899,0.7462951,0.5635232,0.43516958,0.7190281,0.82046664,0.84737855,0.9185002,0.8873236,0.8011534,0.68951416,0.8750209,0.6641984,0.711479,0.8758838,0.6829003,0.7909404,0.9097647,0.9012186,0.92388314,0.8787458,0.9194726,0.68716455,0.7192766,0.7057621,0.59190196,0.8615152,0.92934144,0.52170104,0.70343393,0.84307075,0.93281686,0.82181823,0.9193052,0.4647333,0.92167985,0.9028244,0.9209572,0.8655483,0.4882484,0.8233556,0.73623085,0.8697598,0.8870014,0.7502616,0.8259938,0.9263256,0.93336916,0.86502093,0.79209906,0.85069185,0.8894232,0.7810076,0.8699278,0.91966873,0.6554669,0.9247095,0.92389333,0.6144947,0.92295873,0.8266631,0.91281724,0.91936004,0.8120003,0.89492995,0.20733218,0.8933266,0.85432464,0.9145941,0.6508114,0.9210535,0.8457532,0.9160165,0.8699152,0.67273337,0.8573494,0.92536104,0.8140239,0.9030803,0.88440925,0.8238672,0.8498446,0.62917566,0.6998282,0.9184508,0.4948008,0.6478741,0.6221466,0.9191376,0.6274332,0.8576544,0.7981376
X-4304,0.8167899,0.7392876,0.8987727,0.84319377,0.6612604,0.87207246,0.7290074,0.7436309,0.90356547,0.9139524,0.80811095,0.6776858,0.90178496,0.8867221,0.731323,0.45482743,0.9109851,0.810958,0.89314,0.80343527,0.90044016,0.8095637,0.9343505,0.8036103,0.8485971,0.8121213,0.8377301,0.87156,0.7906527,0.7492984,0.7756021,0.84715444,0.7329238,0.852882,0.77347594,0.8830105,0.9049216,0.8852632,0.83851355,0.6188813,0.85630465,0.8863877,0.7692318,0.8917631,0.8337463,0.8307007,0.85554606,0.85893077,0.8865433,0.67243445,0.5672276,0.7205145,0.77291924,0.8205409,0.7139329,0.86123466,0.91310775,0.92011887,0.7863056,0.68648994,0.8663701,0.7792561,0.8673821,0.91511756,0.7044023,0.8805348,0.9099772,0.787974,0.9064686,0.7439246,0.92324185,0.86580294,0.90236956,0.87991333,0.76356155,0.9261671,0.7103152,0.8051711,0.8290907,0.91007495,0.8171777,0.6898592,0.8737046,0.76360047,0.9348429,0.76618874,0.91885686,0.8285756,0.8157196,0.90934205,0.8920963,0.8855656,0.86499566,0.90648407,0.77072066,0.871103,0.92301756,0.904492,0.9069478,0.8499006,0.9091031,0.807849,0.91778535,0.8773837,0.8836856,0.85883033,0.8828079,0.9157317,0.914385,0.7456693,0.5933317,0.566857,0.76806337,0.78114325,0.8086133,0.912248,0.89024234,0.8428026,0.6984256,0.8743858,0.71191216,0.6735031,0.83240676,0.7402474,0.8514514,0.9094314,0.87205756,0.93279046,0.80600977,0.92001146,0.720937,0.7828181,0.78818643,0.6148332,0.8639009,0.92683524,0.67008066,0.752166,0.8238759,0.92385465,0.83549196,0.91570973,0.58565295,0.9303991,0.88920957,0.90355843,0.87772506,0.53814536,0.7884055,0.713653,0.82259804,0.8886155,0.7648386,0.82247573,0.9174446,0.9055247,0.8500357,0.79509467,0.83504343,0.8590622,0.78768647,0.85753024,0.91412824,0.59282994,0.9221392,0.8941626,0.67824435,0.9260022,0.8334701,0.9168835,0.90165323,0.82884514,0.8665532,0.25858304,0.89251935,0.8380408,0.8969195,0.6985735,0.91043985,0.85866284,0.9128208,0.8778477,0.7569305,0.7895488,0.9222901,0.8235411,0.9172793,0.8835757,0.8278113,0.870961,0.7259314,0.8220161,0.8719505,0.54589635,0.69399667,0.559109,0.92596984,0.5781523,0.8690703,0.7817041
X-4316,0.76526064,0.69233894,0.83619326,0.7798958,0.61727965,0.8180426,0.6770964,0.6944034,0.85264313,0.86296743,0.7404795,0.66238475,0.85995233,0.83638674,0.68310565,0.49579078,0.8488475,0.74535453,0.8256537,0.7432365,0.84322554,0.75119317,0.87892336,0.76679474,0.78959864,0.75762755,0.7728323,0.8128631,0.7466122,0.6938496,0.7439622,0.78179336,0.6927407,0.7986069,0.7581212,0.81809366,0.85265726,0.8275086,0.76677865,0.6056707,0.80227417,0.8218716,0.7037571,0.84192526,0.7672816,0.78799677,0.794122,0.80287844,0.82996964,0.61829764,0.57038194,0.6836785,0.72368944,0.75503165,0.68664205,0.8178679,0.86174333,0.86829233,0.7318486,0.6654805,0.8081629,0.73688745,0.80542076,0.8601038,0.61095464,0.82229376,0.85197467,0.7369589,0.8520575,0.70008546,0.87272745,0.81150085,0.86008376,0.8202686,0.7196487,0.8752608,0.68177557,0.7613796,0.77685565,0.8625866,0.7502962,0.66936517,0.8117376,0.6896532,0.885224,0.7000084,0.85673034,0.7776779,0.75515765,0.8589684,0.83591324,0.8158964,0.8074328,0.8446543,0.73028356,0.804631,0.88252276,0.84690255,0.8400462,0.7871216,0.8483769,0.7304281,0.86907315,0.8283876,0.82462144,0.7961278,0.8305091,0.85476655,0.86675596,0.69477385,0.558845,0.5351293,0.68835986,0.7220053,0.74542266,0.84714854,0.8272331,0.771282,0.6739493,0.81468356,0.6817181,0.6370664,0.74306464,0.70137113,0.792596,0.8438894,0.79488534,0.8700205,0.7082407,0.866284,0.7061288,0.74031854,0.7408253,0.60484535,0.8110562,0.87127286,0.59669626,0.71415675,0.76094955,0.8726487,0.77938753,0.84861493,0.5657832,0.880678,0.8159492,0.8518567,0.82178307,0.5405132,0.7454475,0.6683596,0.74975497,0.831795,0.71485853,0.7451392,0.8488189,0.8501901,0.77722114,0.7333963,0.76312375,0.79856956,0.7374779,0.7886745,0.8721229,0.591005,0.86584836,0.83900714,0.6406143,0.89073837,0.77002096,0.8633608,0.8385814,0.7797973,0.80274373,0.33204105,0.8434018,0.7997248,0.85278964,0.6393468,0.85685587,0.8098519,0.8550848,0.81913924,0.70585096,0.7050679,0.8679415,0.77878016,0.87021154,0.8198114,0.7695508,0.82190895,0.6564685,0.7643656,0.83591676,0.54111093,0.655407,0.54140157,0.86976904,0.6311786,0.803441,0.72973996
X-4339,0.8296933,0.6928827,0.91995704,0.83519053,0.6870601,0.96605957,0.7686328,0.76437104,0.9382613,0.9373957,0.85026306,0.67079526,0.90045655,0.90013725,0.87971526,0.48545277,0.9183652,0.7525147,0.8607405,0.81777495,0.9191145,0.8605393,0.95197594,0.7972913,0.83963376,0.7708362,0.90164655,0.92853475,0.8509201,0.83021414,0.7647177,0.9022045,0.7899182,0.9162198,0.89528877,0.9302112,0.9472811,0.9331535,0.8749695,0.5233065,0.843295,0.93019027,0.8448506,0.9443612,0.76719147,0.8481765,0.8726275,0.9588233,0.9260132,0.6932319,0.51841325,0.67768645,0.8255814,0.8569649,0.73582506,0.9345381,0.9689356,0.961678,0.7912405,0.63790905,0.90973395,0.7851225,0.80030704,0.9583903,0.7655997,0.87925494,0.9480904,0.8262719,0.9554847,0.8074581,0.9683508,0.9137903,0.95714456,0.9300954,0.72557616,0.9656288,0.6513544,0.9579209,0.90851945,0.9535936,0.92790854,0.6812396,0.9449163,0.88524854,0.96620256,0.8454416,0.9588084,0.8888897,0.82885176,0.9595011,0.9435735,0.91628164,0.91242385,0.9650836,0.8225003,0.9279929,0.9724197,0.94321716,0.95360017,0.9017223,0.9610317,0.8428483,0.9621296,0.9330411,0.9196312,0.8957053,0.88378274,0.95490897,0.97091985,0.7622071,0.5085037,0.44690967,0.7401257,0.83656394,0.86575073,0.96321815,0.93299544,0.8412702,0.7636046,0.9175783,0.7728334,0.7513542,0.8579338,0.7860746,0.8640962,0.94999754,0.9437959,0.97262955,0.94527054,0.96012336,0.7384987,0.70883614,0.7544589,0.64310884,0.9158848,0.96628875,0.45451805,0.78458166,0.90793806,0.96503234,0.8684406,0.96088904,0.44633102,0.96226156,0.9538373,0.96291894,0.912744,0.48343042,0.87645984,0.8043812,0.9061205,0.922841,0.78441894,0.8948068,0.9571361,0.9629607,0.90438443,0.8344558,0.9143943,0.9448484,0.8560249,0.9249878,0.9653813,0.71612585,0.9616644,0.94924974,0.6002571,0.9600683,0.86476076,0.9517079,0.9640481,0.8517743,0.94197077,0.13126476,0.9189793,0.89061826,0.9568499,0.7435501,0.9641697,0.90632963,0.95474213,0.90886253,0.78078735,0.8660949,0.9594046,0.8801821,0.95483077,0.93481636,0.8709712,0.93182695,0.7038094,0.76813215,0.9655636,0.49453983,0.6551989,0.5700815,0.9610192,0.6160936,0.9000874,0.85019666
X-4347,0.7412109,0.6520591,0.7786565,0.7377377,0.59500957,0.80943984,0.6507288,0.6363549,0.7923707,0.7909143,0.7529646,0.65015686,0.8171913,0.81184053,0.6610128,0.43450278,0.803114,0.74568063,0.811296,0.6872554,0.7979178,0.7141898,0.8564356,0.742729,0.7375939,0.73707193,0.6931776,0.7635876,0.7025756,0.6365504,0.66094065,0.78265405,0.6740343,0.77497995,0.7573743,0.770205,0.8294122,0.757692,0.6991394,0.54655176,0.7343759,0.7617746,0.71054375,0.81756765,0.7899746,0.7893545,0.7444881,0.78494173,0.77777153,0.62948805,0.4856681,0.68209946,0.6599165,0.74165463,0.63198274,0.79027647,0.8196957,0.8401149,0.6889722,0.63209736,0.76359236,0.69189453,0.7544323,0.8270142,0.7210253,0.81321687,0.83806634,0.69477606,0.7547237,0.6554955,0.8359839,0.78596956,0.8161916,0.781808,0.7025443,0.8403893,0.62559193,0.74566543,0.684091,0.8041646,0.70033866,0.6245212,0.7817258,0.6634993,0.84900403,0.7666954,0.83229935,0.7362129,0.7013228,0.7495031,0.80036193,0.78502226,0.7931868,0.8257568,0.65584517,0.79293406,0.86691386,0.7902111,0.8248433,0.7331425,0.8106754,0.69450563,0.80951905,0.79218704,0.7780479,0.7785137,0.81216127,0.7899397,0.81045514,0.6776001,0.51997685,0.46760392,0.6341912,0.73713666,0.76184464,0.7983838,0.7688165,0.6377255,0.6313263,0.7609282,0.55507135,0.5874575,0.7662696,0.68412507,0.7199705,0.8190139,0.759774,0.83682615,0.6237272,0.8190664,0.6897146,0.6928735,0.6982526,0.58212996,0.7718187,0.8389618,0.5137284,0.65052,0.679857,0.80297667,0.71999276,0.81423044,0.47887954,0.8320911,0.78690964,0.8363559,0.7553074,0.5190783,0.73247236,0.6487339,0.74530303,0.7840878,0.6836633,0.6657277,0.80830336,0.8125223,0.7102448,0.71011764,0.7265676,0.76484925,0.69629025,0.71589553,0.83134043,0.58075,0.8272537,0.8107505,0.60471,0.8380242,0.71957594,0.82122904,0.81117743,0.7422952,0.77540255,0.32888,0.79535246,0.7644947,0.82395434,0.64242774,0.83366936,0.75870585,0.8266228,0.76486856,0.6092092,0.7511467,0.8395577,0.7323492,0.825313,0.7867092,0.73463494,0.7494168,0.6225398,0.7100464,0.8002834,0.5270393,0.62167007,0.59538805,0.8260081,0.6640413,0.7857876,0.67591506
